InvoiceHeader__InvoiceNumber,InvoiceHeader__AccountName,InvoiceHeader__AccountStreet,InvoiceHeader__AccountCity,InvoiceHeader__AccountZIP,InvoiceHeader__AccountCountry,InvoiceHeader__BillingAccountNumber,InvoiceHeader__BillingAccountName,InvoiceHeader__BillingAccountStreet,InvoiceHeader__BillingAccountCity,InvoiceHeader__BillingAccountZIP,InvoiceHeader__BillingAccountCountry,InvoiceHeader__IssueDate,InvoiceHeader__DueDate,InvoiceHeader__DeliveryDate,InvoiceHeader__Currency,InvoiceHeader__TotalNetAmount,InvoiceHeader__TotalVAT,InvoiceHeader__TotalAmount,InvoiceHeader__Taxes__TaxItem__TaxRate,InvoiceHeader__Taxes__TaxItem__TaxBase,InvoiceHeader__Taxes__TaxItem__TaxAmount,Subscribers__Subscriber__MSISDN,Subscribers__Subscriber__SubscriberTotalNETAmount,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__Site,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__FeeType,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__FeeName,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__PeriodStart,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__PeriodEnd,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__FeeUOM,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__FeeNetAmount,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__VAT,Subscribers__Subscriber__InvoiceLines__UsageLines,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__Site,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__UsageItemName,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__Amount,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__Volume,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__UsageUOM,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__UsageItemNetAmount,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__VAT
,,,,,,,,,,,,,,,,,,,,,,421905989688,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,8.0,8.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905417176,8.629999999999999,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,2.0,223.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905417176,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,2.0,2.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905417176,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,9.0,2361.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905417176,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,9.0,13199.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905417176,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,1.0,207.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905417176,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),28.0,3752182784.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905417176,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,10.0,10.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949226711,9.53,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 20GB,2024-11-01,2024-11-30,Money,9.5,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,25.0,1100.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949226711,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Prenesené dáta v roamingu EÚ (MB),2.0,127313920.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949226711,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,16601882624.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949226711,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,13.0,551.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949226711,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,51.0,1589.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949226711,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu,1.0,18.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948708904,18.33,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,"SLUŽBY MODRA, s.r.o. | Parkovné | Jednorazová platba | 2200",2.0,34000.0,Money,3.4,0%
,,,,,,,,,,,,,,,,,,,,,,421948708904,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,3324232704.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948708904,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,9.0,1863.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948708904,,,,,,,,,,,NOVEM IT s.r.o.,"BAUER MEDIA Slovakia, k.s. | SMS SÚŤAŽ EXPRES7779 | Jednorazová platba | 7779",6.0,60000.0,Money,6.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948708904,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,49.0,3861.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948708904,,,,,,,,,,,NOVEM IT s.r.o.,BPS PARK a.s. | Parkovné Bratislava | Jednorazová platba | 2200,2.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948708904,,,,,,,,,,,NOVEM IT s.r.o.,Info SMS | Info SMS | Jednorazová platba | 7779,4.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948708904,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,1.0,1.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948708904,,,,,,,,,,,NOVEM IT s.r.o.,Služby mobilnej zábavy poskytovateľa | 7779,6.0,3000.0,Money,0.3,20%
,,,,,,,,,,,,,,,,,,,,,,421948708904,,,,,,,,,,,NOVEM IT s.r.o.,Služby mobilnej zábavy partnerov poskytovateľa | 2200,2.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948708904,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,30.0,2883.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903552567,8.629999999999999,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),22.0,1839230976.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903552567,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,2.0,2.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903552567,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,23.0,6251.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903552567,,,,,,,,,,,NOVEM IT s.r.o.,DV Payment | Busuu | Opakovaná platba 1/W,2.0,60000.0,Money,6.0,0%
,,,,,,,,,,,,,,,,,,,,,,421903552567,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,13.0,2980.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903552567,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,53.0,10378.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903552567,,,,,,,,,,,NOVEM IT s.r.o.,DV Payment | Myallsports | Jednorazová platba,1.0,30000.0,Money,-3.0,0%
,,,,,,,,,,,,,,,,,,,,,,421903552567,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,9.0,9.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903552567,,,,,,,,,,,NOVEM IT s.r.o.,DV Payment | Myallsports | Opakovaná platba 1/W,1.0,30000.0,Money,3.0,0%
,,,,,,,,,,,,,,,,,,,,,,421903552567,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,6.0,427.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903552567,,,,,,,,,,,NOVEM IT s.r.o.,DV Payment | Busuu | Jednorazová platba,2.0,60000.0,Money,-6.0,0%
,,,,,,,,,,,,,,,,,,,,,,421903646599,3.03,NOVEM IT s.r.o.,recurring_arrears,"e-Net 150minút 0,5GB",2024-11-01,2024-11-30,Money,3.0,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),26.0,176010240.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903646599,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,1.0,107.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903646599,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,1.0,1.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948838888,12.73,NOVEM IT s.r.o.,recurring_arrears,e-Net 150 minut 20GB,2024-11-01,2024-11-30,Money,7.9,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,29.0,1448.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948838888,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,2.0,37.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948838888,,,,,,,,,,,NOVEM IT s.r.o.,"Dopravný podnik Bratislava, a.s. | MHD lístok | Jednorazová platba | 1140",4.0,48000.0,Money,4.8,0%
,,,,,,,,,,,,,,,,,,,,,,421948838888,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,7930227712.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948838888,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,4.0,123.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948838888,,,,,,,,,,,NOVEM IT s.r.o.,Volania do zahraničia - Zóna 1,1.0,53.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948838888,,,,,,,,,,,NOVEM IT s.r.o.,Služby mobilnej zábavy poskytovateľa | 1140,4.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903440344,8.629999999999999,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),29.0,223521792.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903440344,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do zahraničia - Zóna 1,1.0,684.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903440344,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,1.0,39.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903440344,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,4.0,209.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903440344,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,3.0,173.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421910859118,3.03,NOVEM IT s.r.o.,recurring_arrears,"e-Net 150minút 0,5GB",2024-11-01,2024-11-30,Money,3.0,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),26.0,178678784.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421910859118,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,2.0,278.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421910419100,9.53,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 20GB,2024-11-01,2024-11-30,Money,9.5,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,19.0,1971.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421910419100,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),29.0,10903054336.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421910419100,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu,1.0,39.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421910419100,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v roamingu EÚ (MB),3.0,2013707264.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948191170,3.03,NOVEM IT s.r.o.,recurring_arrears,"e-Net 150minút 0,5GB",2024-11-01,2024-11-30,Money,3.0,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,2028544.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948191170,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,421944012802,3.03,NOVEM IT s.r.o.,recurring_arrears,"e-Net 150minút 0,5GB",2024-11-01,2024-11-30,Money,3.0,20%,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,3.0,3.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421944012802,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,24.0,1365.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421944012802,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,37797888.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948324417,3.03,NOVEM IT s.r.o.,recurring_arrears,"e-Net 150minút 0,5GB",2024-11-01,2024-11-30,Money,3.0,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,3193856.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948324417,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,421948863297,3.03,NOVEM IT s.r.o.,recurring_arrears,"e-Net 150minút 0,5GB",2024-11-01,2024-11-30,Money,3.0,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,3996672.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948863297,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,421940658451,3.03,NOVEM IT s.r.o.,recurring_arrears,"e-Net 150minút 0,5GB",2024-11-01,2024-11-30,Money,3.0,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,3632128.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421940658451,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,421940948300,9.53,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 20GB,2024-11-01,2024-11-30,Money,9.5,20%,,NOVEM IT s.r.o.,Odoslané SMS do zahraničia,3.0,3.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421940948300,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,19.0,19.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421940948300,,,,,,,,,,,NOVEM IT s.r.o.,Volania do zahraničia - Zóna 1,2.0,168.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421940948300,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,10.0,10.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421940948300,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,22.0,2432.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421940948300,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,72.0,14537.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421940948300,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,6.0,820.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421940948300,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,376927232.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911553400,26.130000000000003,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 20GB,2024-11-01,2024-11-30,Money,9.5,20%,,NOVEM IT s.r.o.,EEI s.r.o. | Parkovné VnT | Jednorazová platba | 2200,1.0,6000.0,Money,0.6,0%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,1.0,1.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,BAPOS m.p. Bardejov | Parkovné | Jednorazová platba | 2200,2.0,20000.0,Money,2.0,0%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu,11.0,2367.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,"O2 Slovakia, s.r.o. | SMS Platba | Jednorazová platba | 2200",5.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,BPS PARK a.s. | Parkovné Bratislava | Jednorazová platba | 2200,1.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,2.0,2.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,"O2 Slovakia, s.r.o. | SMS Platba | Opakovaná platba 1/M | 8844",1.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,Mediatex s.r.o. | Platba sms | Opakovaná platba 1/M | 8844,1.0,120000.0,Money,12.0,0%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,7280156672.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,71.0,6080.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,Mediatex s.r.o. | Parkovné Prešov | Jednorazová platba | 2200,2.0,20000.0,Money,2.0,0%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,72.0,6325.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu prijaté,6.0,470.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v roamingu EÚ (MB),1.0,453409792.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,27.0,3964.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,50.0,24289.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911553400,,,,,,,,,,,NOVEM IT s.r.o.,Služby mobilnej zábavy partnerov poskytovateľa | 2200,6.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911556400,10.73,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 20GB,2024-11-01,2024-11-30,Money,9.5,20%,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,3.0,3.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911556400,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do zahraničia - Zóna 1,24.0,10453.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911556400,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v roamingu EÚ (MB),4.0,995425280.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911556400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,13.0,774.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911556400,,,,,,,,,,,NOVEM IT s.r.o.,BPS PARK a.s. | Parkovné Bratislava | Jednorazová platba | 2200,1.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911556400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,98.0,16781.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911556400,,,,,,,,,,,NOVEM IT s.r.o.,Volania na čísla so špec. sadzbou,2.0,165.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911556400,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu prijaté,3.0,203.0,Second,0.0,20%
